iter	RMSE
0	0.2822035522
1	0.2597935213
2	0.240007488
3	0.2225216311
4	0.2069445203
5	0.1931116909
6	0.1809807914
7	0.1704140609
8	0.1612150486
9	0.1531073905
10	0.1458523245
11	0.1395002777
12	0.133947014
13	0.1292079513
14	0.1249823589
15	0.1213050151
16	0.1182378799
17	0.115387117
18	0.1127310416
19	0.110374436
20	0.1084360892
21	0.1068624717
22	0.1051966916
23	0.1038187556
24	0.1027595309
25	0.1016600065
26	0.1006847957
27	0.09980102045
28	0.09890018963
29	0.09822747604
30	0.09761608303
31	0.09701706528
32	0.09645388741
33	0.09594810573
34	0.09537552795
35	0.09496990677
36	0.09446369334
37	0.0940643761
38	0.09379115477
39	0.09338860081
40	0.09304985304
41	0.09266658302
42	0.09237953013
43	0.09204925001
44	0.09177658301
45	0.09146596326
46	0.09120543769
47	0.09098968054
48	0.09074654184
49	0.09047333305
50	0.09027500324
51	0.08998609916
52	0.08978872552
53	0.08955929384
54	0.08938075857
55	0.08922434897
56	0.08904403921
57	0.08874090784
58	0.08862123572
59	0.0883341421
60	0.08824450476
61	0.08808647111
62	0.08790896454
63	0.08778544024
64	0.08765241034
65	0.08752436117
66	0.08740622745
67	0.08730964998
68	0.08707450407
69	0.08700123439
70	0.08679869967
71	0.08667189091
72	0.08646035231
73	0.08640884484
74	0.08620864727
75	0.08611846299
76	0.0859683
77	0.08589773229
78	0.08574775591
79	0.08560770473
80	0.08551359251
81	0.0854400991
82	0.08539093264
83	0.08531358554
84	0.08523342594
85	0.08516732832
86	0.08505824725
87	0.08497666903
88	0.08488059485
89	0.08483451398
90	0.08476447389
91	0.08470152221
92	0.08461515313
93	0.08448418433
94	0.0844231647
95	0.08435379404
96	0.08430951203
97	0.08420909416
98	0.0841491657
99	0.08409641282
100	0.08405180651
101	0.08395494921
102	0.0838940389
103	0.08383560161
104	0.08378880285
105	0.0837413069
106	0.08368941397
107	0.08364581043
108	0.08360145102
109	0.08355398517
110	0.08349706075
111	0.08344740716
112	0.08341259056
113	0.08337453953
114	0.08331466874
115	0.08328316384
116	0.08322082153
117	0.08316145929
118	0.083121527
119	0.0830605919
120	0.08300472637
121	0.08296699566
122	0.0829371655
123	0.08287567065
124	0.08283768966
125	0.08278193504
126	0.08276557851
127	0.0827324149
128	0.08269750624
129	0.08267100168
130	0.08264374508
131	0.08260068456
132	0.08257617941
133	0.08255105162
134	0.08250487125
135	0.0824775802
136	0.0824356859
137	0.08241142212
138	0.08239578465
139	0.08235571047
140	0.08232745085
141	0.08230099889
142	0.08225393451
143	0.08222810602
144	0.08218040992
145	0.08215274587
146	0.08213315387
147	0.08211050535
148	0.08208326025
149	0.08205770812
150	0.08203378935
151	0.08200607348
152	0.08198344523
153	0.08196606367
154	0.08194460933
155	0.08191387093
156	0.08188074198
157	0.08185058103
158	0.08182999634
159	0.08181005793
160	0.08179054273
161	0.08176355439
162	0.08174575082
163	0.08173005317
164	0.08171507472
165	0.08169454685
166	0.08167695054
167	0.08166313254
168	0.08164638085
169	0.08163038057
170	0.08160585079
171	0.08158588161
172	0.08156678075
173	0.08154883334
174	0.08153602557
175	0.08151643132
176	0.08149857543
177	0.08148495749
178	0.08146960661
179	0.08145415843
180	0.08144183098
181	0.08141973099
182	0.08140033488
183	0.08138773044
184	0.08137189552
185	0.08136233853
186	0.08134138294
187	0.08132295074
188	0.08130053858
189	0.08128745504
190	0.08126084948
191	0.08124848042
192	0.08122872407
193	0.08120358488
194	0.08119111287
195	0.08117198769
196	0.08115385957
197	0.08113781223
198	0.08112294782
199	0.08109802909
200	0.08107874209
201	0.08106729309
202	0.08105511458
203	0.08104138525
204	0.08103332331
205	0.08100860684
206	0.0809949535
207	0.0809867099
208	0.08097027214
209	0.0809535711
210	0.08094117327
211	0.08092522237
212	0.08091583371
213	0.08090614927
214	0.08089236799
215	0.08087835302
216	0.08086556648
217	0.08085425017
218	0.08083600594
219	0.08082385954
220	0.08081075588
221	0.08079937829
222	0.08077996051
223	0.08076983016
224	0.08076009267
225	0.08075124811
226	0.08073537916
227	0.0807238513
228	0.08071048187
229	0.0806952534
230	0.08068661015
231	0.08068031373
232	0.08067245556
233	0.08066089309
234	0.08065437304
235	0.08064702635
236	0.08064071324
237	0.08062619097
238	0.08061814285
239	0.08061168331
240	0.08060238466
241	0.08058665263
242	0.08057960505
243	0.0805696457
244	0.08055884015
245	0.08054552159
246	0.08053687965
247	0.08052815053
248	0.08052069801
249	0.08051250189
250	0.08050239658
251	0.08049198761
252	0.08048453963
253	0.08047691709
254	0.08047088735
255	0.08046167205
256	0.0804558834
257	0.08044538297
258	0.08043983119
259	0.08042714291
260	0.08041885008
261	0.08041237111
262	0.08040432901
263	0.0803987747
264	0.08038590476
265	0.08037621626
266	0.08036575302
267	0.08035988326
268	0.08035221945
269	0.08033907084
270	0.08033282632
271	0.08032509876
272	0.08031699656
273	0.08030860685
274	0.08029782802
275	0.0802892731
276	0.08027609704
277	0.08026917706
278	0.0802638596
279	0.08025618183
280	0.08024683699
281	0.08023978978
282	0.08023210617
283	0.0802276494
284	0.08022008167
285	0.08021212911
286	0.0802046658
287	0.08019614924
288	0.08018721219
289	0.08017917413
290	0.08017254084
291	0.08016683984
292	0.08015949209
293	0.0801514406
294	0.08014633364
295	0.08013907756
296	0.08013265921
297	0.08012934991
298	0.0801242541
299	0.08011758864
300	0.08011037427
301	0.08010103417
302	0.08009468461
303	0.08008726701
304	0.08008024613
305	0.08007616683
306	0.08006862048
307	0.08006229097
308	0.0800528592
309	0.08004378947
310	0.0800354981
311	0.0800303933
312	0.08002383822
313	0.08001862759
314	0.08001461274
315	0.0800095919
316	0.08000426643
317	0.07999792
318	0.07998688111
319	0.07998210295
320	0.07997795886
321	0.07997062168
322	0.0799647834
323	0.07995646674
324	0.07995207762
325	0.07994513986
326	0.07993895933
327	0.07993365652
328	0.0799293106
329	0.07992220773
330	0.07991793822
331	0.07991440418
332	0.07990569468
333	0.07990103777
334	0.07989630257
335	0.07989076743
336	0.07988459868
337	0.07987803519
338	0.07987267053
339	0.07986765817
340	0.07986361519
341	0.07985869913
342	0.07985347367
343	0.07985079047
344	0.07984423043
345	0.07984023275
346	0.07983316811
347	0.07982833602
348	0.07982440816
349	0.07981967613
350	0.0798161029
351	0.07980966
352	0.07980435025
353	0.07980012654
354	0.07979639924
355	0.0797931899
356	0.07978898642
357	0.07978283286
358	0.07977982371
359	0.07977498958
360	0.07976871807
361	0.07976370216
362	0.07976053365
363	0.07975767145
364	0.07975183572
365	0.07974823602
366	0.07974366463
367	0.07973782227
368	0.07973443091
369	0.07972938254
370	0.07972455971
371	0.07972125645
372	0.07971764831
373	0.07971468292
374	0.07970833434
375	0.07970359188
376	0.07969844476
377	0.0796926971
378	0.07968786845
379	0.07968357446
380	0.07968039604
381	0.07967638723
382	0.07967151166
383	0.0796661889
384	0.07966064675
385	0.07965724415
386	0.0796529575
387	0.07964977073
388	0.0796446064
389	0.0796386491
390	0.07963592732
391	0.07962898986
392	0.07962279646
393	0.07961646968
394	0.0796125118
395	0.07960931229
396	0.07960483956
397	0.07960115263
398	0.07959791747
399	0.07959295217
400	0.07958962573
401	0.07958378275
402	0.07957949129
403	0.0795755172
404	0.07957127487
405	0.07956818443
406	0.07956543629
407	0.0795622026
408	0.07955854373
409	0.07955282382
410	0.07954868632
411	0.07954476805
412	0.079541441
413	0.07953708604
414	0.07953374709
415	0.07952705807
416	0.07952291775
417	0.0795182708
418	0.07951392531
419	0.0795105241
420	0.07950640626
421	0.07950225556
422	0.07949680475
423	0.07949289285
424	0.0794887647
425	0.07948567775
426	0.07948155356
427	0.07947718795
428	0.07947380644
429	0.07947157901
430	0.07946856559
431	0.07946466315
432	0.07945969529
433	0.07945708113
434	0.07945446223
435	0.07945036561
436	0.07944678581
437	0.07944208563
438	0.07943886071
439	0.07943527704
440	0.07943057004
441	0.07942608811
442	0.0794225677
443	0.07941844965
444	0.07941616525
445	0.07941089822
446	0.07940670224
447	0.07940386695
448	0.07939989216
449	0.07939676445
450	0.07939294317
451	0.07938926256
452	0.07938642842
453	0.07938191692
454	0.07937829496
455	0.07937516083
456	0.07937208134
457	0.07936936995
458	0.07936419731
459	0.07936126257
460	0.07935706748
461	0.07935426279
462	0.07934996417
463	0.07934677362
464	0.07934378238
465	0.07934067363
466	0.07933776565
467	0.07933492544
468	0.07933209204
469	0.07932987892
470	0.07932733197
471	0.07932378403
472	0.07932102057
473	0.07931870779
474	0.07931597203
475	0.07931281693
476	0.0793102797
477	0.07930606677
478	0.07930261295
479	0.07929896361
480	0.079296072
481	0.07929352967
482	0.07929104655
483	0.07928726929
484	0.07928326141
485	0.07928029577
486	0.07927738295
487	0.07927173349
488	0.07926853975
489	0.07926573507
490	0.0792621837
491	0.07925886794
492	0.0792563913
493	0.07925332071
494	0.07924960054
495	0.07924681093
496	0.07924455947
497	0.07924191068
498	0.07923921434
499	0.07923474694
